,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
139,140.0,GUJARAT,BHAVNAGAR,98585,90295,3711,517,86067,56790,152943,56782,152886,15489,46739,123199,356,473,45146,1775547,1442,55558,151,7332,293,865895,1838437,0,0,3609,24,3610,40,1255818,4049,105759,58918,46841,351511818,4390,1987,2403,17248,0,0,0,0,0,0,0,0,0,0,0,0,36844,38177,27423,16265,4490,2756,51009,18004,329,374,326,193,120,83,0,0,0,6507,136582,44179,769,858,751,405,266,167,0,0,0,2374,42348,12996,292,264,270,141,76,0,0,0,0,47694,1565344,201654,7134,4852,6960,2831,1968,0,0,0,0
140,141.0,GUJARAT,Botad,52905,51455,2232,59,49164,19922,47495,19921,47488,6501,17755,38933,21,54,17173,575975,567,19829,15,520,87,278526,596324,0,0,936,136,938,161,2512,5385,68991,53020,15971,115522794,9,6,3,13028,0,0,0,0,0,0,0,0,0,0,0,0,9822,12421,8774,5526,2390,982,16048,6993,567,493,181,179,64,80,0,0,0,2037,37879,17115,1250,1050,345,338,106,126,0,0,0,916,14428,5697,252,191,133,137,48,7,0,0,0,15425,458955,103745,5954,4736,3018,3591,893,7,0,0,0
141,142.0,GUJARAT,DANG,46641,46592,47,45326,1219,19653,32875,19636,32830,3608,16837,26869,274,150,409,19273,14,585,16414,782503,3144,362650,802361,0,0,1241,90,1242,106,1000563,10124,69216,60014,9202,177845139,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048,8363,7261,4866,2331,2631,11901,12454,5012,3362,4422,4442,2807,2510,0,0,0,3813,18500,20040,7533,4710,6190,5961,3564,3351,0,0,0,2250,10877,10103,3409,2511,3750,3622,1414,0,0,0,0,32275,265816,223197,60866,47162,77517,72834,22694,0,0,0,0
142,143.0,GUJARAT,DOHAD,435042,409137,3955,275546,129636,247252,509967,247023,509531,143244,177518,322023,866,4273,65586,3043746,1478,64621,110454,4485253,13885,3469947,7593620,0,0,14524,5277,14550,6415,52682,126101,502489,476278,26211,1343654147,73472,65674,7798,1344,0,0,0,0,0,0,0,0,0,0,0,0,78857,111570,82541,38940,10115,16642,140711,171758,76001,61306,37280,27410,17806,19483,0,0,1,24326,276107,341536,120489,99988,57819,44230,27470,32015,0,0,1,12378,98853,128854,52984,39814,22997,15464,9735,730,0,0,0,114570,2020667,3194210,881573,660804,355147,230795,129510,6344,0,0,0
143,144.0,GUJARAT,GANDHINAGAR,45135,41022,1493,115,39414,10931,15033,10904,15001,2657,8751,11853,17,22,8462,256077,280,6507,9,163,64,105622,262747,0,0,527,247,527,262,2118,3423,37289,32470,4819,52290910,89,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,3561,3619,2155,813,743,4041,9535,3188,1279,890,1184,311,231,0,0,0,913,5411,12940,3863,1516,1181,1280,341,249,0,0,0,504,2977,7689,2398,1059,655,414,250,58,0,0,0,5486,50452,143108,34090,11756,9672,5938,2129,116,0,0,0
144,145.0,GUJARAT,JAMNAGAR,47302,42582,5515,411,36656,11935,23295,11915,23256,6587,9045,16911,94,25,7694,309081,1302,61360,49,2160,27,159809,372601,0,0,672,89,672,133,3286,7560,69178,63390,5788,72920134,2313,1444,869,0,0,0,0,0,0,0,0,0,0,0,0,0,3847,4725,4120,3242,977,607,6345,6947,949,970,975,2330,1832,2565,0,0,0,1098,12628,13575,1581,1718,1415,3414,2616,4244,0,0,0,499,5178,5315,759,804,715,1410,1350,243,0,0,0,7667,139495,129014,13767,17793,12029,28460,23313,1063,0,0,0
145,146.0,GUJARAT,JUNAGADH,97595,94898,18858,5225,70815,19219,46723,19214,46713,7247,15080,36049,68,534,9664,368945,4571,172449,845,32251,299,265058,573645,0,0,810,28,812,46,2962,10341,94982,71103,23879,87879229,26927,8657,18270,1108,0,0,0,0,0,0,0,0,0,0,0,0,5221,12605,9715,6243,2265,1533,14598,10713,613,525,434,631,383,241,0,0,0,3246,35345,24680,1288,921,841,1189,807,483,0,0,0,1301,11450,8746,503,376,301,352,235,37,0,0,0,20326,335866,183177,11047,6016,5425,6393,4849,546,0,0,0
146,147.0,GUJARAT,KACHCHH,78464,68754,4378,174,64202,36374,55927,36366,55914,8348,30472,45496,891,58,28960,1312928,1469,69157,43,1952,81,682455,1384037,0,0,2171,136,2173,163,12062176,8875,88672,81894,6778,223906493,7874,3415,4459,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,14536,11404,7220,2536,2127,20228,29036,16431,3065,1105,1012,596,516,0,0,0,2821,30045,43559,22848,3890,1377,1244,654,610,0,0,0,1747,16429,23670,13330,2506,864,758,377,5,0,0,0,31572,423375,604890,254279,37269,13794,14077,4741,40,0,0,0
147,148.0,GUJARAT,KHEDA,137486,112833,2848,768,109217,22000,32376,21974,32342,9951,18756,26424,40,58,18352,442881,318,9034,86,2269,255,168835,454184,0,0,895,68,895,107,5073,9466,97050,75577,21473,87213793,36813,25653,11160,1323305,0,0,0,0,0,0,0,0,0,0,0,0,5208,7940,8595,3816,687,894,11709,16331,4336,1778,1240,1846,1277,461,0,0,0,955,16682,24317,5580,2148,1619,2178,1487,539,0,0,0,832,9835,12974,3766,1577,1143,1704,1192,34,0,0,0,6890,125620,204357,50365,19326,15863,20343,11223,197,0,0,0
148,149.0,GUJARAT,MAHESANA,84927,78581,9796,56,68729,13678,18379,13672,18371,7251,12122,16060,19,32,11242,477854,876,34476,4,73,185,175285,512403,0,0,1066,203,1069,262,6103,11547,76924,75032,1892,106417097,3786,2952,834,0,0,0,0,0,0,0,0,0,0,0,0,0,2722,5227,5212,2424,475,663,5013,8102,4548,2754,2723,3522,1705,1342,0,0,0,888,6196,9965,5703,3429,3390,4438,2087,1562,0,0,0,640,4437,6884,4097,2381,2363,3166,758,0,0,0,0,12322,93218,154135,84151,46421,46160,62948,13048,0,0,0,0
149,150.0,GUJARAT,Morbi,37206,34536,1946,151,32439,7801,17883,7797,17870,2853,3715,8077,91,12,3320,148134,383,18618,12,847,56,79626,167599,0,0,272,32,272,35,2195,3081,15208,8001,7207,26236517,7143,3607,3536,83784,0,0,0,0,0,0,0,0,0,0,0,0,1709,2555,1967,1318,528,451,5877,4316,1115,399,335,492,338,646,0,0,0,947,13433,9740,1981,628,597,890,633,1275,0,0,0,370,2815,2490,504,172,183,204,82,0,0,0,0,4886,83277,59704,8346,2835,3311,3684,1556,0,0,0,0
150,151.0,GUJARAT,NARMADA,121201,120799,2710,106319,11770,67847,115138,67811,115060,10872,62728,102259,252,834,3389,88210,1033,26132,58306,1549876,221,858272,1664218,0,0,3307,2826,3341,2882,12365,18358,168853,164273,4580,313920991,18073,16269,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,15358,34607,28929,17118,6247,3142,57206,50080,3913,4595,7683,5871,9694,9255,0,0,0,4063,91098,81039,5609,5961,11008,8088,13463,13152,0,0,0,2285,52371,46128,3559,4129,7097,5026,7899,3227,0,0,0,12527,807399,561528,36807,35869,66933,44641,77366,21148,0,0,0
151,152.0,GUJARAT,NAVSARI,141677,133456,1641,101508,30307,40449,45766,40424,45723,16996,35511,39461,43,129,16825,390826,325,9757,18361,609811,74,760171,1010394,0,0,2044,269,2050,378,6751,8860,110707,110213,494,201608214,11871,11529,342,1200,0,0,0,0,0,0,0,0,0,0,0,0,3004,10025,14590,9051,2677,2129,27023,30586,11117,5818,5515,18374,11499,10278,0,0,0,2301,29817,33914,11738,6204,5856,19214,12092,10916,0,0,0,1964,23990,26735,9205,4989,5694,15043,7653,222,0,0,0,17577,294352,353980,72377,40017,45234,134027,51827,1003,0,0,0
152,153.0,GUJARAT,PANCH MAHALS,212811,203159,8219,41769,153171,77362,122476,76842,121516,53626,68877,105666,617,223,55224,2570702,2245,105689,11408,554063,3528,1325434,3230454,0,0,7061,6414,7079,7862,37335,70367,209685,198502,11183,657516905,17621,11847,5774,0,0,0,0,0,0,0,0,0,0,0,0,0,21358,33339,30359,16233,4378,7990,35165,46896,32043,13800,18370,19087,7052,2525,0,0,0,10245,52819,72300,44812,17376,24453,24471,8736,3204,0,0,0,7250,32401,42138,27901,10204,16426,11746,2843,34,0,0,0,101747,779068,1074274,573478,163803,303285,196569,38055,175,0,0,0
153,154.0,GUJARAT,PATAN,208669,205881,22509,5229,178143,25861,46807,25853,46798,12614,23215,41282,147,403,19922,729579,2782,104310,511,20637,500,364727,854526,0,0,1088,206,1090,248,4435,17493,99432,95865,3567,133165182,35872,28382,7490,0,0,0,0,0,0,0,0,0,0,0,0,0,4329,14402,11931,7389,3233,4619,17288,17216,4594,1952,2011,1687,1564,899,0,0,0,6680,31740,30803,6621,2455,2482,2012,1953,1096,0,0,0,4041,15533,14907,4144,1687,1798,1491,1111,27,0,0,0,57817,363400,270305,62939,27615,29855,24864,17570,161,0,0,0
154,155.0,GUJARAT,PORBANDAR,32318,31064,4216,1004,25844,9799,18795,9798,18793,3106,5168,8784,2,2,3574,106766,1362,43916,232,5362,93,91286,156044,0,0,238,12,239,16,1288,2877,32629,28540,4089,24048468,9543,5116,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,767,2716,2573,1844,884,732,8595,6838,331,178,288,247,316,544,0,0,0,1112,16321,12497,478,214,433,356,420,787,0,0,0,516,4124,4252,232,115,158,100,175,4,0,0,0,4250,92597,51407,1726,1226,1932,1048,1831,27,0,0,0
155,156.0,GUJARAT,RAJKOT,109828,109639,6586,602,102451,11554,26806,11553,26803,4659,9662,21561,31,136,8768,298120,860,32821,34,1376,44,158259,332317,0,0,464,113,465,134,50575,6389,53954,35036,18918,43146104,27451,9221,18230,2112,0,0,0,0,0,0,0,0,0,0,0,0,4287,6881,5230,3652,1608,543,8978,5669,548,393,821,684,300,143,0,0,0,1102,21274,12442,1053,642,1540,1177,576,275,0,0,0,449,7794,3943,351,294,600,606,191,1,0,0,0,6369,227776,52967,8323,5482,14448,12541,4407,4,0,0,0
156,157.0,GUJARAT,SABAR KANTHA,139429,121540,17988,39608,63944,44456,75813,44316,75562,20629,37372,59411,205,156,19389,678020,7308,275419,10675,334832,715,657988,1288271,0,0,2311,95,2316,121,7918,12430,127660,112659,15001,227575588,25316,18080,7236,0,0,0,0,0,0,0,0,0,0,0,0,0,9687,20124,18641,8891,2079,5421,27840,35247,6905,4169,2811,2501,1331,2330,0,0,0,7681,44522,58568,10186,5485,3889,3635,1856,3228,0,0,0,3013,23205,29915,5451,3430,2420,1910,1054,0,0,0,0,27932,425131,652922,62488,46393,34643,27409,11353,0,0,0,0
157,158.0,GUJARAT,SURAT,178827,176785,4258,153906,18621,41774,56229,41764,56217,17255,39343,52214,55,91,1908,49691,331,9734,37104,872872,4938,419694,932297,0,0,1952,481,1952,549,6647,11188,199165,198325,840,195206554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5300,15797,14704,11139,5274,3293,29727,22868,5815,3256,3951,4357,2715,2646,0,0,0,3977,39612,28878,6890,3749,4619,5150,3139,3036,0,0,0,2765,27536,22836,5621,2894,3691,4146,2271,270,0,0,0,30541,412483,265524,68852,30986,40488,56436,25346,1641,0,0,0
158,159.0,GUJARAT,SURENDRANAGAR,106740,86192,6412,1141,78639,24064,44763,24052,44743,7319,20720,38465,645,48,19263,815901,1306,49655,151,7022,167,346460,872578,0,0,1665,517,1668,583,9792,8012,125606,123962,1644,158017313,13168,8628,4540,0,0,0,0,0,0,0,0,0,0,0,0,0,8317,11608,10133,6358,1953,998,11380,14631,4514,2620,3719,2873,1390,1144,0,0,0,1595,21731,26968,7574,3816,5589,4023,1964,1611,0,0,0,871,9681,12476,3902,2323,3190,2416,917,32,0,0,0,18283,277661,331491,75623,42869,65369,46178,14958,146,0,0,0
159,160.0,GUJARAT,TAPI,186282,186001,1748,172438,11815,65806,96974,65722,96843,15937,57418,79974,49,790,2879,76102,501,19555,54038,1126915,3843,650954,1222572,0,0,1774,433,1779,497,4462225,12077,191721,184326,7395,217441696,27531,16414,11117,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,24100,24665,17063,6765,5179,51848,43489,3752,3238,3924,1642,927,1376,0,0,0,6988,73271,61430,5168,3796,4853,1923,1015,1524,0,0,0,4413,43993,37432,3183,2810,3481,1445,1004,85,0,0,0,32954,623727,452066,36336,21673,28961,15595,10889,371,0,0,0
160,161.0,GUJARAT,VADODARA,120995,109027,13335,28868,66824,22718,39356,22521,38869,4857,10222,14732,157,20,8092,295321,557,20694,1573,60788,131,150720,376803,0,0,744,74,746,102,87873,6565,43222,34268,8954,71293446,17034,12385,4649,4200,0,0,0,0,0,0,0,0,0,0,0,0,2346,4810,4136,2565,875,535,12233,13856,6331,1774,1635,1730,1112,666,0,0,0,764,20216,23115,9375,2282,2135,2204,1369,890,0,0,0,326,5331,6161,3475,1450,999,1406,587,0,0,0,0,5629,100985,134234,63223,23815,18961,23274,6682,0,0,0,0
161,162.0,GUJARAT,VALSAD,207652,197830,4514,168835,24481,28535,37758,28463,37630,12420,24856,31949,15,10,4275,84189,209,6090,20372,547754,69,364651,638033,0,0,1327,113,1339,128,5028,8745,127542,127279,263,105854527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,7325,8192,5332,2214,2439,15151,18145,2235,2955,1928,3760,6087,4975,0,0,0,2728,18450,22685,2652,3342,2209,4232,6790,5620,0,0,0,2342,16549,19191,2544,3020,2038,3404,3879,187,0,0,0,18111,218102,254000,28244,31111,21451,33620,32664,730,0,0,0
162,163.0,HARYANA,AMBALA,30702,30693,15950,3,14740,7041,9596,7039,9594,1201,5614,7470,83,2,2538,81286,3075,90288,1,96,91,80398,171670,0,0,515,40,522,200,650798,9131,33552,33461,91,52780102,441,440,1,23793,0,0,0,0,0,0,0,0,0,0,0,0,912,2135,2555,1268,600,383,2238,2874,2275,1718,1608,1842,2397,740,0,0,0,493,2845,3721,3002,2101,2133,2313,2997,909,0,0,0,321,1915,2410,1830,1311,1289,1354,959,0,0,0,0,2925,21240,37788,31605,21337,21025,21295,14455,0,0,0,0
163,164.0,HARYANA,BHIWANI,75327,75326,31405,7,43914,31285,47470,31273,47457,11548,24589,35006,148,20,11727,302756,12860,338820,2,93,105,347966,641669,0,0,1764,144,1772,979,6860,4288,92893,90975,1918,184862101,6272,5811,461,6180,0,0,0,0,0,0,0,0,0,0,0,0,3918,11645,11095,5910,2438,2566,17261,12355,11094,8913,7760,8143,8502,4336,0,0,0,3177,24176,17379,15607,12382,10800,11117,11364,5815,0,0,0,1981,12987,9035,7873,6652,4764,5556,3942,7,0,0,0,16918,142000,106231,95490,87093,68708,77673,47539,17,0,0,0
164,165.0,HARYANA,FARIDABAD,5138,5138,1718,0,3420,1858,2000,1854,1996,1393,1763,1904,82,0,1181,39851,582,17139,0,0,13,23361,56990,0,0,169,84,169,115,822,981,5260,5258,2,18363808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,638,465,199,81,262,745,865,679,679,523,395,285,133,0,0,0,289,812,943,731,715,545,405,289,135,0,0,0,250,667,848,639,675,519,394,215,12,0,0,0,3205,8511,10755,10932,7984,7735,5144,2691,33,0,0,0
165,166.0,HARYANA,FATEHABAD,62006,62004,37507,16,24481,47349,82795,47347,82790,19930,43698,72829,413,79,15295,483777,28392,853959,11,387,143,769449,1338123,0,0,2180,551,2182,931,9214,9176,119499,118883,616,440821708,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6665,24310,22073,12725,7056,5609,29985,25950,25063,27954,23505,10470,8249,3394,0,0,0,7521,44209,40270,38682,44244,36788,14895,11466,4579,0,0,0,4825,26553,21310,20955,24179,20491,8718,6595,229,0,0,0,32898,242313,208656,216214,263960,213896,94074,64965,1147,0,0,0
166,167.0,HARYANA,GURUGRAM,11684,11682,5839,3,5840,2678,3139,2678,3139,1287,2568,2985,211,0,1124,46092,1443,58717,1,100,11,59458,104909,0,0,323,124,323,204,1572,608,12578,12328,250,30847470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,973,672,420,171,354,1042,1228,1081,908,791,923,802,331,0,0,0,398,1248,1413,1219,995,838,987,846,350,0,0,0,367,1045,1219,1070,907,808,929,795,20,0,0,0,3557,15611,18722,18514,12829,10342,14870,10385,79,0,0,0
167,168.0,HARYANA,HISAR,100464,100360,46925,0,53435,49061,82055,49044,82032,27238,41384,64573,174,65,18611,486132,22773,596113,0,0,101,609583,1082245,0,0,2552,111,2570,274,8944,11152,148329,139907,8422,344252752,277,154,123,2472,0,0,0,0,0,0,0,0,0,0,0,0,6578,21330,21846,10624,4195,7642,25959,28435,19650,20472,17108,18227,13138,7387,0,0,0,11443,39566,44462,29965,30955,24912,26615,19061,10827,0,0,0,5506,20711,22715,14809,15874,12867,14195,9984,534,0,0,0,40907,209520,230508,118157,142376,114430,141620,82661,2066,0,0,0
168,169.0,HARYANA,JHAJJAR,54150,53975,20632,36,33307,8056,11834,8055,11832,3169,7021,9954,135,1,3662,122766,3356,103910,3,11,8,101019,226687,0,0,669,100,687,166,2227,2258,55969,53555,2414,68880442,625,499,126,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,3209,2798,1674,539,822,2118,3718,3464,1819,1360,1315,2412,1016,0,0,0,1053,2941,5252,4773,2376,1738,1697,3136,1310,0,0,0,660,1969,3301,2919,1513,1170,1043,1874,17,0,0,0,7590,31874,59823,46933,21904,16822,14799,26902,40,0,0,0
169,170.0,HARYANA,JIND,59988,59966,27694,4,32268,32619,48106,32598,48068,4005,26860,37313,91,49,12919,334881,13940,354815,1,19,142,339480,689715,0,0,2135,263,2141,623,12012,5463,88180,83581,4599,226911147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4001,12437,12425,6309,2141,2742,14349,19767,11756,9925,10186,11076,13412,9245,0,0,0,3261,18943,26838,14896,12560,12661,13727,17100,11548,0,0,0,2332,11818,15007,8383,7691,7680,7875,8552,169,0,0,0,14024,112514,171668,79060,73653,68859,84590,84771,576,0,0,0
170,171.0,HARYANA,KAITHAL,51652,51566,23121,31,28414,22950,34966,22572,34531,6730,18431,26753,16,140,8912,240565,9505,249813,14,318,315,296917,490696,0,0,1528,64,1530,248,5992,5200,69401,68705,696,154480440,1021,1017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,8606,8001,4625,2231,1347,11566,10992,8522,4359,6527,5093,6159,2733,0,0,0,1776,16229,15729,12024,5982,8727,6791,8126,3468,0,0,0,1230,9864,8278,6631,3113,5008,3653,1920,18,0,0,0,13620,118745,101752,94609,36677,58246,44817,22212,18,0,0,0
171,172.0,HARYANA,KARNAL,77005,76966,38615,4,38347,34337,51173,34335,51171,14619,31674,45948,331,45,14452,451561,17221,516069,1,24,48,562725,967654,0,0,1741,275,1748,506,7519,6817,108337,104960,3377,316186520,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549,15229,13675,7333,3162,2246,14436,18723,16785,12009,8570,7825,6808,3806,0,0,0,2706,19783,26152,23143,15614,10819,9750,8266,4686,0,0,0,1919,13638,17617,14623,9801,6542,6223,3494,33,0,0,0,18544,163674,264052,208380,127401,74797,74997,35718,91,0,0,0
172,173.0,HARYANA,KURUKSHETRA,52661,52600,17067,27,35506,17827,28477,17813,28447,6260,15491,23457,52,27,10118,224871,5370,116766,3,30,93,183941,341667,0,0,830,53,834,115,3206,6648,61102,54103,6999,115970698,2637,1802,835,4017,0,0,0,0,0,0,0,0,0,0,0,0,3616,7730,6769,3763,1580,1622,11037,8647,3462,2410,3180,3216,2451,1031,0,0,0,2275,17306,13043,4880,3269,4067,4222,3209,1336,0,0,0,1469,9763,6841,2490,1872,2401,2548,1116,5,0,0,0,14340,119648,89410,32028,20225,23546,31232,11233,5,0,0,0
173,174.0,HARYANA,MAHENDRAGARH,52852,52602,11516,2,41084,13488,18349,13484,18341,1348,11131,14536,165,12,8338,248145,2792,68370,1,30,142,137262,316545,0,0,739,172,741,295,3405,4931,49973,49419,554,108770372,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,4588,4623,2122,942,1306,5706,6434,6570,5136,3199,3619,2862,1308,0,0,0,1567,7585,8525,8450,6496,3898,4246,3411,1486,0,0,0,1029,4710,5243,4974,3735,1908,2470,1382,0,0,0,0,13843,54239,70824,65118,46791,23321,26366,16043,0,0,0,0
174,175.0,HARYANA,MEWAT,110599,110199,4164,10,106025,68420,78097,68303,77968,5468,54106,60796,1743,28,53377,2892597,722,37512,7,389,590,1215298,2930498,0,0,6877,1436,6961,4704,26085,17306,72226,70677,1549,576129797,23464,22286,1178,318839191,0,0,0,0,0,0,0,0,0,0,0,0,24526,18485,11992,4909,886,984,12648,22090,25827,22667,28398,35958,39373,22747,0,0,0,1182,14638,25211,28559,24505,30807,38221,42007,24262,0,0,0,970,10926,19418,21656,18390,23903,29695,26005,404,0,0,0,15643,191849,431270,450387,327498,468565,610474,433275,1537,0,0,0
175,176.0,HARYANA,PALWAL,27725,27491,6010,2,21479,8749,11644,8704,11592,2217,7631,9964,325,5,6105,293553,1526,61777,0,0,27,127729,355330,0,0,1079,283,1092,509,4801,2468,28946,28109,837,126241052,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263,2876,2221,1267,287,680,2091,2852,2867,2923,2930,4001,3097,944,0,0,0,919,2771,3748,3608,3551,3589,4931,3806,1078,0,0,0,624,1910,2650,2355,2461,2185,3695,2395,1,0,0,0,8522,38583,49116,46651,48784,43519,73374,44917,4,0,0,0
176,177.0,HARYANA,PANCHKULA,13468,13467,2956,0,10511,3981,5037,3981,5037,1525,3607,4525,67,3,2806,91517,801,22928,0,0,12,20704,114445,0,0,312,54,313,101,1118,2861,15130,14937,193,33861569,1160,1144,16,2455881,0,0,0,0,0,0,0,0,0,0,0,0,609,1408,1352,767,367,801,2071,1535,1299,764,849,1158,906,537,0,0,0,941,2472,1794,1494,906,1023,1357,1111,609,0,0,0,703,1903,1465,1186,723,837,1066,867,108,0,0,0,5988,23041,22290,17368,8786,12990,11928,11421,633,0,0,0
177,178.0,HARYANA,PANIPAT,34367,34362,15246,6,19110,13959,21656,13959,21656,2167,13067,19751,672,12,7081,287499,5983,217642,3,116,140,241638,505257,0,0,1060,66,1066,96,2948,3726,43529,41686,1843,163248616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,6749,5373,2782,716,2121,5976,7857,7039,4609,3789,3542,4420,1401,0,0,0,2889,8812,11584,10202,6170,4823,4577,5562,1768,0,0,0,1936,5669,7312,5963,3972,3177,3056,3235,52,0,0,0,20380,88179,131902,90073,58354,36860,40007,39366,136,0,0,0
178,179.0,HARYANA,REWARI,35440,35344,17643,1,17700,3979,5824,3967,5803,626,3427,4719,10,0,1345,27890,2082,32905,0,0,6,26132,60795,0,0,185,42,187,58,1020,2000,22953,18267,4686,19712024,10,8,2,1236,0,0,0,0,0,0,0,0,0,0,0,0,780,1702,1378,659,200,309,2201,1268,754,551,481,436,735,310,0,0,0,446,2975,1862,1071,752,736,613,1024,409,0,0,0,307,1931,1013,593,413,416,354,415,0,0,0,0,3289,19665,11932,7189,3429,5088,5207,4996,0,0,0,0
179,180.0,HARYANA,ROHTAK,31281,31254,15007,2,16245,15270,23219,15267,23215,6892,13894,20276,349,14,6092,221592,7801,243163,1,48,24,233494,464803,0,0,1295,117,1304,254,3586,3165,45166,43912,1254,143035074,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3315,7094,5727,3022,1118,1665,8318,7623,6663,4484,4853,6328,5404,2759,0,0,0,2190,11706,10656,9280,6035,6543,8452,6940,3583,0,0,0,1555,7493,6799,5550,3584,3963,4862,3825,1,0,0,0,18557,82408,87801,71612,44967,51875,67040,40536,7,0,0,0
180,181.0,HARYANA,SIRSA,112331,112325,60489,19,51817,49775,77172,49739,77096,21628,37802,52926,81,63,14401,266069,23395,413819,6,123,158,358313,680011,0,0,1891,80,1897,252,4633,10662,141095,136047,5048,211907583,1352,1159,193,0,0,0,0,0,0,0,0,0,0,0,0,0,3169,16760,18033,9753,5211,6981,25340,26557,19034,17394,14258,15315,13432,3665,0,0,0,8985,35910,37782,26519,24132,19419,20599,18079,5202,0,0,0,4746,18152,17506,12202,11089,8377,8710,6562,11,0,0,0,27015,127245,145253,92828,87937,72197,80358,47113,65,0,0,0
181,182.0,HARYANA,SONIPAT,32037,32027,13476,28,18523,10285,14204,10279,14198,2131,8430,11294,88,7,4437,148298,3986,123959,7,247,116,125310,272504,0,0,885,93,889,137,3424,5430,29773,29345,428,94258587,1130,1115,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2098,3839,3133,1661,563,1031,5191,5716,4754,3625,3317,2894,1871,2270,0,0,0,1307,6825,7649,6291,4706,4204,3670,2287,2855,0,0,0,871,4235,4729,3458,2890,2310,2278,1049,22,0,0,0,7173,63296,66686,45940,33336,20976,25033,9917,147,0,0,0
